part_query,color,x,y,z,rx,ry,rz
18860,white,130,-110,0,0,0,0
18860,green,150,-110,0,0,0,0
18860,yellow,170,-110,0,0,0,0
18860,red,190,-110,0,0,0,0
15561,black,210,-100,0,0,0,0
18860,green,230,-110,0,0,0,0
14222,black,250,-90,0,0,0,0
18860,black,270,-110,0,0,0,0
18860,yellow,290,-110,0,0,0,0
18860,green,310,-110,0,0,0,0
18860,blue,-310,-90,0,0,0,0
15561,blue,-270,-80,0,0,0,0
18863,green,-220,-90,0,0,0,0
18860,red,-190,-90,0,0,0,0
18860,green,-170,-90,0,0,0,0
15561,white,-130,-80,0,0,0,0
18860,yellow,-110,-90,0,0,0,0
18863,red,-80,-90,0,0,0,0
18860,black,-50,-90,0,0,0,0
18860,white,-30,-90,0,0,0,0
18860,black,-10,-90,0,0,0,0
18860,white,10,-90,0,0,0,0
18863,blue,40,-90,0,0,0,0
18860,black,70,-90,0,0,0,0
18860,green,90,-90,0,0,0,0
18863,yellow,140,-90,0,0,0,0
14222,white,170,-70,0,0,0,0
18860,black,190,-90,0,0,0,0
18860,red,230,-90,0,0,0,0
18860,blue,270,-90,0,0,0,0
18860,black,290,-90,0,0,0,0
18860,white,310,-90,0,0,0,0
18863,red,-300,-70,0,0,0,0
18860,black,-250,-70,0,0,0,0
18860,yellow,-230,-70,0,0,0,0
18860,green,-210,-70,0,0,0,0
18860,blue,-190,-70,0,0,0,0
18860,white,-170,-70,0,0,0,0
18860,blue,-150,-70,0,0,0,0
18860,blue,-110,-70,0,0,0,0
14222,white,-90,-50,0,0,0,0
18860,yellow,-70,-70,0,0,0,0
18860,blue,-50,-70,0,0,0,0
15561,red,-30,-60,0,0,0,0
18863,blue,0,-70,0,0,0,0
18860,yellow,30,-70,0,0,0,0
18759,blue,70,-70,0,0,0,0
18860,white,110,-70,0,0,0,0
18860,blue,130,-70,0,0,0,0
18860,white,150,-70,0,0,0,0
18860,blue,190,-70,0,0,0,0
18860,yellow,210,-70,0,0,0,0
18860,white,230,-70,0,0,0,0
15561,white,270,-60,0,0,0,0
18860,red,290,-70,0,0,0,0
18860,blue,310,-70,0,0,0,0
18860,white,-310,-50,0,0,0,0
18860,black,-290,-50,0,0,0,0
18860,red,-270,-50,0,0,0,0
18860,yellow,-250,-50,0,0,0,0
14222,black,-230,-30,0,0,0,0
15561,white,-210,-40,0,0,0,0
18860,black,-190,-50,0,0,0,0
18860,blue,-170,-50,0,0,0,0
18860,red,-150,-50,0,0,0,0
18860,green,-130,-50,0,0,0,0
18860,white,-110,-50,0,0,0,0
18860,black,-70,-50,0,0,0,0
18860,red,-50,-50,0,0,0,0
15561,black,-10,-40,0,0,0,0
18860,white,10,-50,0,0,0,0
18860,blue,30,-50,0,0,0,0
18860,green,50,-50,0,0,0,0
18860,black,70,-50,0,0,0,0
18863,red,100,-50,0,0,0,0
1927,yellow,130,-20,0,0,0,0
18860,black,150,-50,0,0,0,0
18860,black,190,-50,0,0,0,0
18860,white,210,-50,0,0,0,0
18860,black,230,-50,0,0,0,0
18860,red,250,-50,0,0,0,0
15561,white,290,-40,0,0,0,0
1927,yellow,310,-20,0,0,0,0
15561,blue,-310,-20,0,0,0,0
15561,green,-290,-20,0,0,0,0
18860,blue,-270,-30,0,0,0,0
18860,black,-250,-30,0,0,0,0
18860,white,-190,-30,0,0,0,0
18860,black,-170,-30,0,0,0,0
18860,green,-150,-30,0,0,0,0
18860,black,-130,-30,0,0,0,0
18860,green,-110,-30,0,0,0,0
18860,yellow,-70,-30,0,0,0,0
18860,blue,-50,-30,0,0,0,0
15561,black,-30,-20,0,0,0,0
18860,red,10,-30,0,0,0,0
18860,black,30,-30,0,0,0,0
18863,yellow,60,-30,0,0,0,0
18863,blue,100,-30,0,0,0,0
18863,blue,160,-30,0,0,0,0
18860,green,190,-30,0,0,0,0
18860,black,210,-30,0,0,0,0
18860,yellow,230,-30,0,0,0,0
18860,black,250,-30,0,0,0,0
18860,green,270,-30,0,0,0,0
15561,yellow,-270,0,0,0,0,0
18860,green,-250,-10,0,0,0,0
18860,green,-210,-10,0,0,0,0
18860,black,-190,-10,0,0,0,0
15561,white,-170,0,0,0,0,0
18860,blue,-150,-10,0,0,0,0
14222,white,-130,10,0,0,0,0
18860,red,-110,-10,0,0,0,0
18860,blue,-90,-10,0,0,0,0
18863,green,-60,-10,0,0,0,0
18860,red,-10,-10,0,0,0,0
18860,black,10,-10,0,0,0,0
18863,yellow,40,-10,0,0,0,0
18860,red,70,-10,0,0,0,0
18860,white,90,-10,0,0,0,0
18860,blue,110,-10,0,0,0,0
18860,green,150,-10,0,0,0,0
18860,black,170,-10,0,0,0,0
18860,white,190,-10,0,0,0,0
18860,blue,210,-10,0,0,0,0
18863,green,240,-10,0,0,0,0
18860,white,270,-10,0,0,0,0
15561,yellow,290,0,0,0,0,0
18860,green,-310,10,0,0,0,0
18860,blue,-290,10,0,0,0,0
18860,yellow,-250,10,0,0,0,0
18860,white,-230,10,0,0,0,0
18860,yellow,-210,10,0,0,0,0
18860,blue,-190,10,0,0,0,0
15561,green,-150,20,0,0,0,0
18860,black,-110,10,0,0,0,0
15561,white,-90,20,0,0,0,0
15561,yellow,-70,20,0,0,0,0
18860,blue,-50,10,0,0,0,0
18863,white,-20,10,0,0,0,0
18759,green,30,10,0,0,0,0
18863,yellow,80,10,0,0,0,0
18860,white,110,10,0,0,0,0
15561,black,150,20,0,0,0,0
18860,green,170,10,0,0,0,0
18860,yellow,190,10,0,0,0,0
18860,white,210,10,0,0,0,0
15561,red,230,20,0,0,0,0
15561,blue,250,20,0,0,0,0
18860,red,270,10,0,0,0,0
18860,white,-310,30,0,0,0,0
15561,yellow,-290,40,0,0,0,0
18860,black,-270,30,0,0,0,0
18860,red,-250,30,0,0,0,0
18860,yellow,-230,30,0,0,0,0
18860,white,-210,30,0,0,0,0
18860,red,-190,30,0,0,0,0
15561,green,-170,40,0,0,0,0
18860,white,-110,30,0,0,0,0
15561,black,-50,40,0,0,0,0
15561,yellow,-30,40,0,0,0,0
18860,green,-10,30,0,0,0,0
18860,white,10,30,0,0,0,0
15561,green,30,40,0,0,0,0
18860,white,50,30,0,0,0,0
18860,yellow,70,30,0,0,0,0
18863,red,100,30,0,0,0,0
18860,black,130,30,0,0,0,0
18863,red,180,30,0,0,0,0
18860,black,210,30,0,0,0,0
18863,blue,280,30,0,0,0,0
15561,white,310,40,0,0,0,0
18860,red,-310,50,0,0,0,0
15561,green,-270,60,0,0,0,0
18860,yellow,-250,50,0,0,0,0
18860,blue,-230,50,0,0,0,0
18860,red,-210,50,0,0,0,0
18860,black,-190,50,0,0,0,0
18860,blue,-150,50,0,0,0,0
18759,yellow,-110,50,0,0,0,0
18860,black,-70,50,0,0,0,0
15561,blue,-10,60,0,0,0,0
15561,red,10,60,0,0,0,0
18860,red,50,50,0,0,0,0
18860,white,70,50,0,0,0,0
18860,green,90,50,0,0,0,0
18860,red,110,50,0,0,0,0
18860,blue,130,50,0,0,0,0
18860,white,150,50,0,0,0,0
18860,yellow,170,50,0,0,0,0
18860,white,190,50,0,0,0,0
18860,red,210,50,0,0,0,0
18860,yellow,230,50,0,0,0,0
18860,red,250,50,0,0,0,0
18860,yellow,270,50,0,0,0,0
18860,red,290,50,0,0,0,0
18860,white,-310,70,0,0,0,0
14222,blue,-290,90,0,0,0,0
18860,green,-250,70,0,0,0,0
18860,yellow,-230,70,0,0,0,0
18860,black,-210,70,0,0,0,0
18860,white,-190,70,0,0,0,0
18860,red,-170,70,0,0,0,0
15561,green,-150,80,0,0,0,0
18860,blue,-130,70,0,0,0,0
18860,red,-110,70,0,0,0,0
18860,blue,-90,70,0,0,0,0
18860,green,-70,70,0,0,0,0
18860,blue,-50,70,0,0,0,0
18860,red,-30,70,0,0,0,0
18860,blue,30,70,0,0,0,0
18860,black,50,70,0,0,0,0
18860,blue,70,70,0,0,0,0
18860,yellow,90,70,0,0,0,0
18863,black,120,70,0,0,0,0
18860,red,150,70,0,0,0,0
18863,green,180,70,0,0,0,0
15561,blue,210,80,0,0,0,0
15561,green,230,80,0,0,0,0
1927,blue,250,100,0,0,0,0
18863,green,280,70,0,0,0,0
15561,yellow,310,80,0,0,0,0
18860,red,-310,90,0,0,0,0
18863,white,-260,90,0,0,0,0
18860,green,-230,90,0,0,0,0
15561,blue,-210,100,0,0,0,0
18863,black,-180,90,0,0,0,0
18860,black,-130,90,0,0,0,0
18860,yellow,-110,90,0,0,0,0
15561,black,-90,100,0,0,0,0
15561,white,-70,100,0,0,0,0
18860,green,-50,90,0,0,0,0
18860,blue,-30,90,0,0,0,0
15561,yellow,-10,100,0,0,0,0
15561,blue,10,100,0,0,0,0
15561,red,30,100,0,0,0,0
18860,green,50,90,0,0,0,0
18860,red,70,90,0,0,0,0
18860,blue,90,90,0,0,0,0
15561,green,110,100,0,0,0,0
18860,yellow,130,90,0,0,0,0
18863,black,160,90,0,0,0,0
18860,green,190,90,0,0,0,0
18860,red,270,90,0,0,0,0
18860,white,290,90,0,0,0,0
18860,yellow,-310,110,0,0,0,0
18860,blue,-270,110,0,0,0,0
15561,green,-250,120,0,0,0,0
18860,red,-230,110,0,0,0,0
18860,blue,-190,110,0,0,0,0
18860,green,-170,110,0,0,0,0
18860,white,-150,110,0,0,0,0
18860,red,-130,110,0,0,0,0
18860,blue,-110,110,0,0,0,0
14222,yellow,-50,130,0,0,0,0
18860,green,-30,110,0,0,0,0
15561,yellow,50,120,0,0,0,0
18860,white,70,110,0,0,0,0
18860,green,90,110,0,0,0,0
18860,white,130,110,0,0,0,0
15561,blue,150,120,0,0,0,0
18860,white,170,110,0,0,0,0
18860,black,190,110,0,0,0,0
18863,red,220,110,0,0,0,0
18860,white,270,110,0,0,0,0
18860,blue,290,110,0,0,0,0
18860,red,310,110,0,0,0,0
18860,red,-310,130,0,0,0,0
15561,white,-290,140,0,0,0,0
18860,green,-270,130,0,0,0,0
18860,yellow,-230,130,0,0,0,0
18860,white,-210,130,0,0,0,0
18860,yellow,-190,130,0,0,0,0
18860,red,-170,130,0,0,0,0
18863,yellow,-140,130,0,0,0,0
15561,green,-110,140,0,0,0,0
18860,blue,-90,130,0,0,0,0
18860,black,-70,130,0,0,0,0
18860,white,-30,130,0,0,0,0
18860,blue,-10,130,0,0,0,0
18860,green,10,130,0,0,0,0
18860,black,30,130,0,0,0,0
15561,blue,70,140,0,0,0,0
18860,white,90,130,0,0,0,0
14222,red,110,150,0,0,0,0
18860,red,130,130,0,0,0,0
18860,blue,170,130,0,0,0,0
15561,green,190,140,0,0,0,0
18863,black,220,130,0,0,0,0
18863,black,280,130,0,0,0,0
18860,white,310,130,0,0,0,0
18860,black,-310,150,0,0,0,0
18860,blue,-270,150,0,0,0,0
18860,black,-250,150,0,0,0,0
18860,white,-230,150,0,0,0,0
18863,blue,-200,150,0,0,0,0
18860,white,-170,150,0,0,0,0
18860,green,-150,150,0,0,0,0
18860,white,-130,150,0,0,0,0
18860,yellow,-90,150,0,0,0,0
15561,green,-70,160,0,0,0,0
18860,blue,-30,150,0,0,0,0
15561,white,-10,160,0,0,0,0
18863,red,20,150,0,0,0,0
18860,blue,50,150,0,0,0,0
18860,yellow,90,150,0,0,0,0
18860,blue,130,150,0,0,0,0
18860,green,150,150,0,0,0,0
15561,white,170,160,0,0,0,0
18860,black,210,150,0,0,0,0
15561,green,230,160,0,0,0,0
18860,white,250,150,0,0,0,0
18860,red,270,150,0,0,0,0
15561,white,290,160,0,0,0,0
15561,red,310,160,0,0,0,0
18860,white,-310,170,0,0,0,0
18860,green,-290,170,0,0,0,0
18860,white,-270,170,0,0,0,0
18860,green,-250,170,0,0,0,0
18863,red,-220,170,0,0,0,0
18863,green,-180,170,0,0,0,0
18860,black,-150,170,0,0,0,0
18860,green,-130,170,0,0,0,0
18860,yellow,-110,170,0,0,0,0
18860,green,-90,170,0,0,0,0
18863,white,-40,170,0,0,0,0
18860,green,10,170,0,0,0,0
18860,white,30,170,0,0,0,0
18860,yellow,50,170,0,0,0,0
15561,white,70,180,0,0,0,0
18860,black,90,170,0,0,0,0
15561,red,130,180,0,0,0,0
18860,blue,150,170,0,0,0,0
18860,white,190,170,0,0,0,0
18860,blue,210,170,0,0,0,0
18860,green,250,170,0,0,0,0
18860,black,270,170,0,0,0,0
18860,black,-310,190,0,0,0,0
18860,white,-290,190,0,0,0,0
18863,yellow,-260,190,0,0,0,0
18860,blue,-230,190,0,0,0,0
18860,red,-210,190,0,0,0,0
18863,white,-180,190,0,0,0,0
18860,yellow,-150,190,0,0,0,0
18863,blue,-120,190,0,0,0,0
18863,white,-80,190,0,0,0,0
18863,red,-40,190,0,0,0,0
18860,green,-10,190,0,0,0,0
18863,black,20,190,0,0,0,0
18860,blue,50,190,0,0,0,0
18860,yellow,90,190,0,0,0,0
15561,green,110,200,0,0,0,0
18863,yellow,160,190,0,0,0,0
18860,red,190,190,0,0,0,0
18860,white,210,190,0,0,0,0
18860,blue,230,190,0,0,0,0
18860,white,250,190,0,0,0,0
18860,yellow,270,190,0,0,0,0
18860,green,290,190,0,0,0,0
18860,yellow,310,190,0,0,0,0
18860,blue,-310,210,0,0,0,0
18860,red,-290,210,0,0,0,0
18860,black,-270,210,0,0,0,0
15561,white,-250,220,0,0,0,0
18863,yellow,-220,210,0,0,0,0
18860,white,-190,210,0,0,0,0
18860,red,-170,210,0,0,0,0
18860,green,-150,210,0,0,0,0
15561,black,-130,220,0,0,0,0
18860,red,-110,210,0,0,0,0
18860,white,-90,210,0,0,0,0
18863,black,-60,210,0,0,0,0
18863,red,-20,210,0,0,0,0
18860,yellow,10,210,0,0,0,0
18860,white,30,210,0,0,0,0
18863,black,60,210,0,0,0,0
18860,white,90,210,0,0,0,0
18860,green,130,210,0,0,0,0
18860,red,150,210,0,0,0,0
1927,green,170,240,0,0,0,0
18860,yellow,190,210,0,0,0,0
14222,blue,210,230,0,0,0,0
18860,red,230,210,0,0,0,0
18860,black,250,210,0,0,0,0
14222,green,270,230,0,0,0,0
18860,black,290,210,0,0,0,0
18860,red,310,210,0,0,0,0
18860,white,-310,230,0,0,0,0
18860,yellow,-290,230,0,0,0,0
15561,blue,-270,240,0,0,0,0
18863,red,-220,230,0,0,0,0
18860,black,-190,230,0,0,0,0
18863,yellow,-160,230,0,0,0,0
18860,white,-110,230,0,0,0,0
18860,blue,-90,230,0,0,0,0
18863,white,-60,230,0,0,0,0
18860,black,-30,230,0,0,0,0
18863,white,0,230,0,0,0,0
18860,red,30,230,0,0,0,0
18759,green,70,230,0,0,0,0
15561,red,110,240,0,0,0,0
18860,white,130,230,0,0,0,0
18860,blue,150,230,0,0,0,0
15561,red,190,240,0,0,0,0
18860,white,230,230,0,0,0,0
18860,blue,250,230,0,0,0,0
15561,white,290,240,0,0,0,0
18860,yellow,310,230,0,0,0,0
18860,yellow,-310,250,0,0,0,0
18860,black,-290,250,0,0,0,0
18860,red,-250,250,0,0,0,0
18860,green,-230,250,0,0,0,0
18860,red,-210,250,0,0,0,0
18863,yellow,-180,250,0,0,0,0
18860,red,-150,250,0,0,0,0
18860,green,-130,250,0,0,0,0
18863,black,-100,250,0,0,0,0
18860,white,-70,250,0,0,0,0
15561,red,-50,260,0,0,0,0
15561,blue,-30,260,0,0,0,0
18860,green,-10,250,0,0,0,0
15561,yellow,10,260,0,0,0,0
18860,white,30,250,0,0,0,0
18860,green,50,250,0,0,0,0
18860,yellow,70,250,0,0,0,0
18860,green,90,250,0,0,0,0
18860,blue,130,250,0,0,0,0
18860,green,150,250,0,0,0,0
15561,black,230,260,0,0,0,0
18860,white,250,250,0,0,0,0
18860,white,310,250,0,0,0,0
18860,blue,-310,270,0,0,0,0
15561,white,-290,280,0,0,0,0
18860,red,-270,270,0,0,0,0
18860,black,-250,270,0,0,0,0
15561,blue,-230,280,0,0,0,0
18860,yellow,-210,270,0,0,0,0
18860,red,-190,270,0,0,0,0
11153,black,-140,270,0,0,0,0
18860,white,-90,270,0,0,0,0
18860,yellow,-70,270,0,0,0,0
18860,white,-10,270,0,0,0,0
18863,red,40,270,0,0,0,0
18860,black,70,270,0,0,0,0
15561,yellow,90,280,0,0,0,0
18860,black,110,270,0,0,0,0
18860,green,130,270,0,0,0,0
18860,red,150,270,0,0,0,0
18860,white,190,270,0,0,0,0
18860,red,210,270,0,0,0,0
15561,green,250,280,0,0,0,0
18860,blue,270,270,0,0,0,0
18860,red,290,270,0,0,0,0
15561,green,310,280,0,0,0,0
18860,green,-310,290,0,0,0,0
18860,black,-270,290,0,0,0,0
18860,yellow,-250,290,0,0,0,0
18860,blue,-210,290,0,0,0,0
18863,white,-180,290,0,0,0,0
18863,yellow,-140,290,0,0,0,0
18860,blue,-110,290,0,0,0,0
18860,yellow,-90,290,0,0,0,0
18860,white,-70,290,0,0,0,0
18860,black,-50,290,0,0,0,0
18863,red,-20,290,0,0,0,0
18860,green,10,290,0,0,0,0
18860,blue,30,290,0,0,0,0
18860,red,50,290,0,0,0,0
18860,green,70,290,0,0,0,0
18860,blue,110,290,0,0,0,0
18860,white,130,290,0,0,0,0
18860,black,150,290,0,0,0,0
15561,red,170,300,0,0,0,0
18860,blue,190,290,0,0,0,0
18860,white,210,290,0,0,0,0
18860,green,230,290,0,0,0,0
18860,black,270,290,0,0,0,0
18860,green,290,290,0,0,0,0
18860,yellow,-310,310,0,0,0,0
18860,black,-290,310,0,0,0,0
